sentence1,label
"Ozone Generator 40,000mg/h - Ozone Machine for Home, Smoke, Car, and Pet Room. (Suitable for Area of 7,000 Square Feet) - Blue","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Negative Ion Generator Anion Ionizer Module Air Vitamin Car Home Dust Removal,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Airthereal Bundle | MA5000 Ozone Generator with 5,000mg/h and PA1K-GO Portable Ozone Generator 1,000 mg/h Odor Remover O3 Machine","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Ozone Generator 12000mg/h Ozone Machines for Home and Commercial Use Car Basement Offices Smoke and Pet Room,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
5ft AC Power Cord Compatible with EcoQuest Fresh Air Purifier Ionizer 3-Pin Plug,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ivation Ozone Generator Air Purifier, Ionizer & Deodorizer -Purifies Up to 3,500 Sq/Ft -Great for Dust, Pollen, Pets, Smoke & More Cherry","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"[Strong Ozone 2000 Sq Ft] Ozone Machine Odor Removal 15000mg/h, Ozone Generator Odor Eliminator for Home, Ozone Odor Eliminator, Ionizer Air Purifier Ozone for Home, Car, Smoke, and Pet Room - Black","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"48,000mg/h High Capacity Ozone Machine, Commercial Industrial Air Purifier, Ionizer & Deodorizer Ozone Odor Eliminator Suitable for Home, Car, Offices, Basements, Pets, Smoke, Farms 48,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Machine, 500mg/h Multipurpose Ozone Machine Purify Air,Water,Fruits,Vegetables,Toothbrushes,Aquarium.Fruit Cleaner Device in Water","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Negative Ion Generator, High Output Air Ionizer for Home - 200 Million Ions/Sec, Ion Pure Air Purifier, Ionizer Air Purifier for Bedroom, Kitchen, Bathroom, Smoke Dust, Pets, Odor, Eliminator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator, Multipurpose Ozonator with Negative Ion and Timer for cleaning fruits, vegetables, toys, clothes","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Anion Generator,20,000mg/h Digital Touch Controlled 3 Modes Odor Removal Machine O3 Ionizer Air Purifier Deodorizer for Home Car Smoke and Pet Room","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Plug In Air Ionizers - Portable Negative Ion Technology Air Purifiers for Pets Smell and Odor - Quiet Air Freshener Cleaner for Home, Bedroom, Office, Kitchen - Mini Air Filter White - 4 PCS","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Water Ozonator Ozone Fruit Vegetable Cleaner Ozone Machine Removal Purifier Vegetable Washer Machine for Meat Domestic Food Purification 50w‑150w Ozone,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
SYLVAN ULTIMATE HYDROXYL UV BEAST HX-5000 HYDROXYL GENERATOR WITH OPTIONAL AND ADJUSTABLE OZONE BLAST,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
REME HALO 24 Volt Air Purification System,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"FUKANG Commercial 0zone Machine 10000 mg/h for Large Space | High Capacity 0zone Machine | 2 Timing Functions, Compact with Carry Handle | Home, Bar, or Office (Orange) Orange 10000 mg/h","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"12000mg/h High Capacity Ozone Generator, Home and Commercial Ozone Machine Odor Removal, Ideal for Car, Home, Smoke, Pet, etc (Black) 12,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"0zone Generator, 30000mg/h 0zone Machine Ionizer for Home/Basement/Smoke/Pet Room","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 40000mg/h High Capacity Ozone Generator Odor Removal Deodorizer Ozonator for Home, Cars and Pets (4)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"OdorStop OS2500UV Professional Grade Ozone Generator Ionizer for Areas of 2500 Square Feet+, For Deodorizing and Purifying Medium Size Areas Such as Hotel Rooms, Offices, and Basements 2500 sq ft + UV","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Portable Ozone Machine Generator,800mg/h Multipurpose Ozone Machine for Air,Water,Food,Home,Office,Hunting (White)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 12,000 mg/h Ozone Machine Odor Removal Air Purifier Deodorizer Suitable Ozone Odor Eliminator for Room,Hotels and Farms","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Negative Ion Plug-in, Home Portable Negative Ion Generator, Anion Air Purifier for Rooms With Odor and Smoke, Usually Used in Bedrooms, Pet Rooms, Toilets, Garages, Small Rooms.","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
V3 air purifier,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator, 15000mg/h Capacity Ionizer Professional O3 Air Ozone Machine for Odors, for Home, Kitchen, Cars, Office, Basement, Pets, Smoke","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
YUCHENGTECH Ionizing Air Blower ESD Ionizer Fan Static Eliminator Fan Desktop Anti Static Ionizer Fan Electrostatic Discharge Fan 110V,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Mini Ozone & Ionic Air Purifier 2 in 1, Plug-in, New Released Promotion","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"FeelionGood Negative Ion Generator, Home Plug In Air Purifier, Highest Output Deodorizer, Filterless Mobile Ionizer Removes Odor, Smoke, Pollutants, And More","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 4,000mg/h, Industrial/Home O3 Air Purifier Deodorizer for Areas of 2500 Square Feet - High Capacity Ozone Machine Air Ionizer Odor Clean for Rooms, Smoke, Cars, Pets (Blue)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"OdorStop OS300-2 Mini Ozone Generator Air Purifier Ionizer for Deodorizing and Purifying Small Areas, Pack of 2","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Aqua-8 Ozone Generator, Ozonator, Ozonizer, Ozono Machine, up to 800 mg/h, with Oxygen, 160 mg/h without Oxygen","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Ozo-Pod 10 Home Ozone Generator - Multi Purpose Ozone Generator - Fruit and Vegetable Cleaning Machine & Athletic Gear Deodorizer Odor Eliminator,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
AlkaViva Melody II Water Ionizer,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator with Air & Water Modes 28,000mg/h, O3 Ozone Machine Ionizer Air Purifier, Commercial & Industrial Deodorizer for Water, Home, Cars, Office, Basement, Garage, Pets, Smoke 28,000mg+500mg(Air Mode+Water Mode)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Plug-In Ionic Air Purifier & Air Sanitizer: 110 Volt USA Model,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 10,000mg/h, Portable Remote Control O3 Ozone Machine Air Ionizer for Car/Home/Smoke/Pet Odor - Blue","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Air Conditioning Partner，anion air purifier，No Consumables，No filter，Remove smoke, odors, dust，suitable for bedroom, office, cigar room，Pet ，baby room","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier,Plug In Air Purifier Ion, Protable and Quiet Plug-in Ionizer with Clear Negative Ion Wind Output, Automatic Release of Anions,Easy to Usefor Home and Office Use","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 15,000mg/h, Commercial Ozone Machine Odor Removal, High Capacity Ozone Machine, Home Ozone Generator for Car, Home, Smoke, Pet, etc (Black) 15,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Commercial Ozone Generator – 50,000 mg/h Professional O3 Air Purifier, Ozonator and Ionizer | Heavy Duty Air Cleaner, Deodorizer | Best for Odor Stop Control 150W","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier Plug In with Highest Output - Up to 32 Million Anions/Sec,Filterless Ion Air Purifier for Home&Office Purify: Odors,Pets Smell Etc","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"TISKY Commercial Ozone Machine, 20,000 mg/h for Car Smoke, Thickened Housing and Large Space Clean for Home, Room, Basement(Gray)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Air Ionizer - Apartment Must Haves - Air Conditioner Portable for Room - Ionizer Air Purifier - Ozone Machine Odor Removal - Negative Ion Generator - Mini Air Purifier - Home Air Fresheners Air ionizers for home plug in 2024,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
0zone Machine 15000mg for Home/Car/Smoke/Pet Room (Black),"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Machine Odor Removal, 30000 mg/h Generator for Home/Car/Smoke/Pet Room (Black)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Clarifion Air Ionizer (2 Pack), Clarifion DSTx Portable Air Purifier (2 Pack), and Clarifion ODRx UV-C Light Sanitizer (2 Pack) Bundle 2 Pack Clarifion Bundle","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Machine & Negative Ion Generator 2 in 1, for home","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Bestlife® Home Use Vegetable Washer Ozone Fruit Sterilizer Cleaner Health Machine 12.8l,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Anion Generator Module, Home Anion Negative Ion Generator Ionizer Module Mini Air Purifier 4 Negative Line (DC12V) DC12V DC12V","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Tyent - Ace-13 Water Ionizer - Advanced Hydrogen Alkaline Water System - Adjustable pH Levels - Dual Ultra Filtration - Touch Screen Control - Turbo Power - Hydration & Wellness - Pure Drinking Water,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Commercial Ozone Generator 10000mg/h Air Purifier Ionizer Ozonator Deodorizer Ozone Machine Odor Removal for Rooms, Home, Smoke, Farms, Cars and Pets","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier/Plug in Air Purifier with Highest Output - Up to 40 Million Anions,Filterless Ion Air Purifier for Home&Office Purify:Odors,Pets Smell Etc(1-Pack)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"1PCS Plug In Air Purifier,Air Ionizer for Home,Negative Ion Generator, Portable Air Filter for Odor, Smoke, Dust, pets Deodorize，Silent Air Freshener for Bedroom, Office, Toilet (1pcs, white)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 35,000mg/h, High Capacity Commercial/Industrial Ozone Generator Machine, Perfect for Home, Car, Smoke, Pet Odors, and Basement 35,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"CREWORKS Ozone Generator, 15000 mg/h High Capacity Ozone Machine for Car Home Smoke Pet Odor Removal, Commercial Ozone Odor Eliminator Air Purifier with Timer Display for 3200 sq ft Room, Black Black 15000mg/h","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Enerzen O-UVC2 - UV Light + 50,000 mg/h Industrial Ozone Generator for Eliminating Odors - O3 Machine Air Ionizer Deodorizer for Home, Room, Smoke, Cars, and Pets","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Airthereal PA300-GO Portable Ozone Generator - Cordless Battery Powered Odor Eliminator for Refrigerator, Car, Travelling, Shoe Cabinet, and Other Small Spaces, Blue 1-Pack 1-PA300 Blue","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Powerful Ozone Plate 50g Ozone Machine,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Blue Commercial Air Purifier Ozone Generator with UV,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Airthereal B50-PRO Mini Ozone Generator with Negative Ion - Plug-in Odor Eliminator Disinfecting Machine with Timer and Cycled Mode,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Machine 40,000mg/h Dual Mode, Professional O3 Ozone Deodorizer with Booster Pump, 20,000mg & 20,000mg & 500mg 3 Timers, 7000sqft, Ideal for Home, Car 40,000mg+500mg(Air Mode+Tube Mode)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Machine Generator for Water and Air,600mg/h Multipurpose Ozone Machine Odor Removal Cleaner for Home,Kitchen,Fruits,Vegetables","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 35,000mg/h - High Capacity Ozone Machine Odor Removal, Commercial Ozone Machine & Home Ozone Generator for Car, Rooms, Smoke and Pets - Qucship 35,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ivation 5-in-1 HEPA Air Purifier & Ozone Generator W/Digital Display Timer and Remote, Ionizer & Deodorizer 3,700 Sq/Ft – HEPA, Carbon and Photocatalytic Filters, UV Light and Negative Ion Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"IonPacific ionbox - Highest Ouput Negative Ion Generator & Portable Air Ionizer for Bedroom, Kitchen, Office, Reduces Odor, Smoke, Dust, Dander, Mini Air Cleaner","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"OdorStop OS300 Professional Grade Mini Ozone Generator Ionizer for Deodorizing and Purifying Small Areas Such as Bathrooms, Bedrooms, Personal Workspaces, Hotel Rooms, Offices, and RV’s (300 sq ft +)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"ionizer air purifier (3 Pack) Negative air ionizers for home use,bathroom air purifiers,negative ion deodorization,mini air purifiers for home,office,pets,smokers,toilet,bathroom,Garages white(3 pack)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier,Timeage Plug in Air Purifier, Air Ionizers for Home Bedroom Bathroom to Clean Odor, Pollen, Dust, Smoke,Pet Dander,Two Modes","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Plug in Air Purifier with Motion Sensor Light for Home, Odor Eliminator Mini Ozone Air Freshener Ionizer Deodorizer to Remove Smell from Pets Smoke Toilet for House Bathroom Kitchen Bedroom Office","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Portable Air Purifier, Timeage Car Air Purifier with Hepa, UV and Ionizer to Remove Pollen, Smog, and PM2.5 in Car, Bedroom and Travel Black","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Airthereal MA5000 Commercial Ozone Generator, High Capacity Ozone Machine Odor Removal - Home Air Ionizers O3 Deodorizer for Rooms, Smoke, Cars and Pets, Eliminate Odors up to 2000sq.ft., Blue","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Clarifion - Air Ionizers for Home (3 Pack), Negative Ion Filtration System, Quiet Air Freshener for Bedroom, Office, Kitchen, Portable Air Filter Odor, Smoke Dust, Pets, Eliminator, Mini Air Cleaner","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 15,000mg/h - High Capacity Ozone Machine Odor Removal, Commercial Ozone Machine & Home Ozone Generator for Car, Rooms, Smoke and Pets - Qucship 15,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"1000mg/h Portable Ozone Generator Air Cleaner, Silent Air Disinfection Ventilation Machine,Home Air Ionizers Deodorizer for Rooms, Smoke, Cars and Pets 10W DC12V","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"1/4 Inch Interface Venturi Injector, Venturi Injector for Air Water Mixing, PP material White (1690 oz/h) 2pcs set","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Enerzen O-UVC3 - HEPA + UV Light + 60,000 mg/h Industrial Ozone Generator for Eliminating Odors - O3 Machine Air Ionizer Deodorizer for Home, Room, Smoke, Car, Pet","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
